timestamp,service,pod.id,cpu.num.cores,cpu.usage,cpu.usage.cores,cpu.usage.pct,cpu.usage.pct.container.requested,mem.current,mem.limit,mem.usage.pct,mem.working.set
195,1566387250,service2,exec2,16,15740242029,0.995,6.22,24.29,11613806592,19327352832,60.09,11613736960
196,1566387260,service2,exec2,16,15305486934,1.054,6.59,25.73,11614867456,19327352832,60.09,11614752768
197,1566387280,service2,exec2,16,18492899427,0.969,6.06,23.66,11631464448,19327352832,60.18,11631349760
198,1566387290,service2,exec2,16,12964430116,0.893,5.58,21.8,11631435776,19327352832,60.18,11631370240
199,1566387310,service2,exec2,16,15743833056,0.991,6.19,24.19,11631316992,19327352832,60.18,11631239168
200,1566387320,service2,exec2,16,15764728647,0.954,5.96,23.29,11631747072,19327352832,60.18,11631677440
201,1566387350,service2,exec2,16,16642853480,0.974,6.09,23.78,11631308800,19327352832,60.18,11631243264
202,1566387370,service2,exec2,16,13721882384,0.87,5.44,21.24,11631116288,19327352832,60.18,11631050752
203,1566387380,service2,exec2,16,12356795748,0.899,5.62,21.95,11631132672,19327352832,60.18,11631067136
204,1566387400,service2,exec2,16,8300985844,0.606,3.79,14.79,11630940160,19327352832,60.18,11630874624
205,1566387430,service2,exec2,16,9041852053,0.463,2.89,11.3,11631022080,19327352832,60.18,11630956544
206,1566387440,service2,exec2,16,8553414170,0.57,3.56,13.92,11633000448,19327352832,60.19,11632697344
207,1566387460,service2,exec2,16,7914887026,0.446,2.79,10.89,11633086464,19327352832,60.19,11633016832
208,1566387470,service2,exec2,16,7163118471,0.626,3.91,15.28,11633209344,19327352832,60.19,11633098752
209,1566387490,service2,exec2,16,6967150353,0.414,2.59,10.11,11633217536,19327352832,60.19,11633106944
210,1566387500,service2,exec2,16,7239340632,0.459,2.87,11.21,11633188864,19327352832,60.19,11633119232
211,1566387520,service2,exec2,16,8248729289,0.507,3.17,12.38,11633090560,19327352832,60.19,11633020928
212,1566387530,service2,exec2,16,6439635425,0.534,3.34,13.04,11633094656,19327352832,60.19,11633033216
213,1566387550,service2,exec2,16,7863595667,0.609,3.81,14.87,11633094656,19327352832,60.19,11633033216
214,1566387560,service2,exec2,16,13706530625,0.719,4.49,17.55,11632971776,19327352832,60.19,11632910336
215,1566387580,service2,exec2,16,8104242524,0.568,3.55,13.87,11635990528,19327352832,60.2,11635920896
216,1566387590,service2,exec2,16,13723759707,0.695,4.34,16.97,11636178944,19327352832,60.21,11636109312
217,1566387610,service2,exec2,16,9590801095,0.61,3.81,14.89,11636207616,19327352832,60.21,11636137984
218,1566387620,service2,exec2,16,9611071703,0.734,4.59,17.92,11636101120,19327352832,60.2,11636031488
219,1566387640,service2,exec2,16,13642002460,0.798,4.99,19.48,11636101120,19327352832,60.2,11636031488
220,1566387650,service2,exec2,16,19764502594,1.096,6.85,26.76,11671646208,19327352832,60.39,11671584768
221,1566387670,service2,exec2,16,8930230552,0.892,5.58,21.78,11858681856,19327352832,61.36,11858620416
222,1566387680,service2,exec2,16,15243897300,1.036,6.48,25.29,11858575360,19327352832,61.36,11858509824
223,1566387700,service2,exec2,16,11752903754,0.953,5.96,23.27,11848429568,19327352832,61.3,11848364032
224,1566387710,service2,exec2,16,11917608028,0.898,5.61,21.92,11849760768,19327352832,61.31,11849691136
225,1566387730,service2,exec2,16,12234737225,0.918,5.74,22.41,11849469952,19327352832,61.31,11849396224
226,1566387740,service2,exec2,16,14382097283,0.754,4.71,18.41,11840167936,19327352832,61.26,11840094208
227,1566387760,service2,exec2,16,10211558406,0.838,5.24,20.46,11840282624,19327352832,61.26,11840217088
228,1566387770,service2,exec2,16,12179676517,0.748,4.68,18.26,11840274432,19327352832,61.26,11840208896
229,1566387790,service2,exec2,16,6345517986,0.326,2.04,7.96,11849961472,19327352832,61.31,11849891840
230,1566387800,service2,exec2,16,3455292530,0.266,1.66,6.49,11876741120,19327352832,61.45,11876671488
231,1566387820,service2,exec2,16,5566214972,0.376,2.35,9.18,11876782080,19327352832,61.45,11876720640
232,1566387830,service2,exec2,16,4964760827,0.362,2.26,8.84,11905339392,19327352832,61.6,11905277952
233,1566387850,service2,exec2,16,5197147175,0.26,1.63,6.35,11900764160,19327352832,61.57,11900702720
234,1566387860,service2,exec2,16,25284981,0.002,0.01,0.05,11916210176,19327352832,61.65,11916148736
235,1566387880,service2,exec2,16,25784267,0.001,0.01,0.02,11916210176,19327352832,61.65,11916148736
236,1566387890,service2,exec2,16,20106543,0.001,0.01,0.02,11916210176,19327352832,61.65,11916148736
237,1566387910,service2,exec2,16,26966850,0.002,0.01,0.05,11916210176,19327352832,61.65,11916148736
238,1566387940,service2,exec2,16,26040533,0.001,0.01,0.02,11916120064,19327352832,61.65,11916058624
239,1566387950,service2,exec2,16,17735543,0.001,0.01,0.02,11916120064,19327352832,61.65,11916058624
240,1566387970,service2,exec2,16,25710562,0.001,0.01,0.02,11916120064,19327352832,61.65,11916058624
241,1566387980,service2,exec2,16,28873472,0.002,0.01,0.05,11916120064,19327352832,61.65,11916058624
242,1566388000,service2,exec2,16,16713006,0.001,0.01,0.02,11916120064,19327352832,61.65,11916058624
243,1566388010,service2,exec2,16,15567019,0.001,0.01,0.02,11916124160,19327352832,61.65,11916062720
244,1566388030,service2,exec2,16,28033483,0.002,0.01,0.05,11916124160,19327352832,61.65,11916062720
245,1566388040,service2,exec2,16,18566681,0.001,0.01,0.02,11916124160,19327352832,61.65,11916062720
246,1566388070,service2,exec2,16,14563605,0.001,0.01,0.02,11916124160,19327352832,61.65,11916062720
247,1566388090,service2,exec2,16,26879793,0.001,0.01,0.02,11916124160,19327352832,61.65,11916062720
248,1566388120,service2,exec2,16,26912453,0.001,0.01,0.02,11916124160,19327352832,61.65,11916062720
249,1566388130,service2,exec2,16,46264066,0.003,0.02,0.07,11916124160,19327352832,61.65,11916062720
250,1566388150,service2,exec2,16,21028342,0.001,0.01,0.02,11988148224,19327352832,62.03,11988078592
251,1566388160,service2,exec2,16,20730484,0.001,0.01,0.02,11988148224,19327352832,62.03,11988078592
252,1566388180,service2,exec2,16,937045788,0.063,0.39,1.54,11988148224,19327352832,62.03,11988078592
253,1566388210,service2,exec2,16,31553049,0.002,0.01,0.05,11988107264,19327352832,62.03,11988045824
254,1566388220,service2,exec2,16,19904046,0.002,0.01,0.05,11988107264,19327352832,62.03,11988045824
255,1566388240,service2,exec2,16,31482893,0.002,0.01,0.05,11988107264,19327352832,62.03,11988045824
256,1566388250,service2,exec2,16,24683677,0.002,0.01,0.05,11988107264,19327352832,62.03,11988045824
257,1566388270,service2,exec2,16,16464289,0.002,0.01,0.05,11988017152,19327352832,62.03,11987955712
